"person_id","study_id","language","gender","age","education","hg_1","hg_3","hg_4","hg_7","hg_10","hg_13","pp_1","pp_6","pp_8","pp_11","pp_12","pp_14","pp_15","pp_17","mc_1","mc_2","mc_3","mc_7","mc_15","mc_18","mc_20","mc_23","hg","pp","mc","cr","cp","cc"
"23_191","23","DE","f",28,6,5,3,NA,2,3,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,2,4,4,3.4,NA,3.4,NA,NA,NA
"23_192","23","DE","f",25,6,4,4,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,4,3,3,4.8,NA,3.4,NA,NA,NA
"23_206","23","DE","f",47,5,5,3,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,2,2,4,4.4,NA,3,NA,NA,NA
"23_209","23","DE","m",20,2,5,4,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,3,2,5,4.6,NA,3,NA,NA,NA
"23_210","23","DE","f",40,6,4,3,NA,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,1,4,4,4,NA,3.2,NA,NA,NA
"23_217","23","DE","f",36,5,6,4,NA,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,4,4,4,4.6,NA,4.4,NA,NA,NA
"23_225","23","DE","f",30,3,3,3,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,3,4,4,3.6,NA,3.4,NA,NA,NA
"23_228","23","DE","f",63,6,4,3,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,4,4,4,3.8,NA,4.2,NA,NA,NA
"23_229","23","DE","m",42,6,4,3,NA,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,5,5,6,3.8,NA,5.4,NA,NA,NA
"23_230","23","DE","m",38,6,3,2,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,3,4,4,3.2,NA,3.8,NA,NA,NA
"23_232","23","DE","m",46,6,5,4,NA,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,4,4,3,4.4,NA,3.4,NA,NA,NA
"23_233","23","DE","f",27,5,4,3,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,2,3,3,3.4,NA,3.4,NA,NA,NA
"23_236","23","DE","f",36,5,5,4,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,4,4,4,4.8,NA,4.6,NA,NA,NA
"23_238","23","DE","m",37,5,6,6,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,5,5,5,5.2,NA,5.4,NA,NA,NA
"23_245","23","DE","f",70,7,6,4,NA,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,6,6,5,5.2,NA,5.6,NA,NA,NA
"23_248","23","DE","m",42,6,4,4,NA,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,4,4,5,3.6,NA,4.6,NA,NA,NA
"23_253","23","DE","f",23,5,5,4,NA,3,4,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,4,4,4,4.4,NA,3.4,NA,NA,NA
"23_254","23","DE","m",25,6,5,3,NA,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,4,3,5,4,NA,3.8,NA,NA,NA
"23_256","23","DE","m",65,3,6,4,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,4,6,6,5.6,NA,5.6,NA,NA,NA
"23_258","23","DE","f",38,6,6,3,NA,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,5,4,3,4.4,NA,4.2,NA,NA,NA
"23_266","23","DE","f",37,6,4,3,NA,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,3,3,4,3.8,NA,3,NA,NA,NA
"23_268","23","DE","f",52,5,6,5,NA,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,6,6,6,4.8,NA,5.2,NA,NA,NA
"23_277","23","DE","f",38,6,4,4,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,2,4,4,3.8,NA,3.4,NA,NA,NA
"23_280","23","DE","f",24,6,4,4,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,3,NA,NA,4,3,3,4,NA,3,NA,NA,NA
"23_286","23","DE","f",37,6,3,3,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,4,3,4,3.6,NA,4.6,NA,NA,NA
"23_289","23","DE","f",42,6,6,4,NA,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,4,3,4,5,NA,4,NA,NA,NA
"23_294","23","DE","f",53,3,6,5,NA,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,5,6,5,5.2,NA,5.6,NA,NA,NA
"23_295","23","DE","f",54,5,6,3,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,3,4,4,5,NA,3.6,NA,NA,NA
"23_296","23","DE","m",61,5,5,4,NA,6,5,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,5,5,5,5,NA,5,NA,NA,NA
"23_298","23","DE","m",61,6,4,3,NA,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,2,4,4,4,NA,3.8,NA,NA,NA
"23_300","23","DE","f",21,3,6,5,NA,6,2,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,4,3,5,4.8,NA,4,NA,NA,NA
"23_301","23","DE","f",18,5,3,6,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,3,3,3,4,NA,3,NA,NA,NA
"23_302","23","DE","m",45,5,5,4,NA,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,4,5,4,5.2,NA,4.8,NA,NA,NA
"23_303","23","DE","f",23,5,5,3,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,5,4,5,3.8,NA,5,NA,NA,NA
"23_305","23","DE","m",32,6,5,4,NA,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,4,3,3,4.4,NA,3.6,NA,NA,NA
"23_311","23","DE","f",52,3,4,3,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,3,5,5,3.6,NA,4.4,NA,NA,NA
"23_312","23","DE","m",29,3,4,5,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,4,5,4,5.2,NA,4.2,NA,NA,NA
"23_322","23","DE","f",67,6,6,5,NA,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,4,6,4,5.2,NA,5.2,NA,NA,NA
"23_334","23","DE","f",31,5,5,1,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,3,2,3,3.6,NA,3.2,NA,NA,NA
"23_336","23","DE","m",46,6,4,2,NA,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,6,5,5,3.8,NA,5,NA,NA,NA
"23_356","23","DE","m",68,5,3,3,NA,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,2,3,3,2.8,NA,3.2,NA,NA,NA
"23_362","23","DE","m",24,3,6,6,NA,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,6,6,6,5.8,NA,5.4,NA,NA,NA
"23_363","23","DE","f",28,5,4,1,NA,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,4,NA,NA,2,3,1,4,NA,2.2,NA,NA,NA
"23_365","23","DE","f",39,7,4,3,NA,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6,NA,NA,5,5,5,4,NA,5,NA,NA,NA
"23_371","23","DE","f",59,NA,5,4,NA,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,4,4,3,4.4,NA,4,NA,NA,NA
"23_380","23","DE","f",54,5,5,1,NA,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,3,1,3,4,NA,3.2,NA,NA,NA
"23_383","23","DE","f",58,6,5,4,NA,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,4,5,4,4.8,NA,4.4,NA,NA,NA
"23_389","23","DE","f",53,5,4,4,NA,3,6,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,4,2,5,4.2,NA,3.6,NA,NA,NA
"23_391","23","DE","m",71,6,4,2,NA,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,6,5,4,3.6,NA,4.8,NA,NA,NA
"23_397","23","DE","f",62,6,5,4,NA,5,6,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,4,3,5,4.6,NA,4.2,NA,NA,NA
"23_398","23","DE","f",35,5,6,4,NA,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,4,5,4,4.6,NA,4.2,NA,NA,NA
"23_400","23","DE","f",62,7,6,2,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,3,4,4,4,NA,3.6,NA,NA,NA
"23_402","23","DE","f",29,5,5,4,NA,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,3,4,4,4.4,NA,3.8,NA,NA,NA
"23_403","23","DE","f",55,5,5,4,NA,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,2,3,4,4.4,NA,3.6,NA,NA,NA
"23_408","23","DE","m",42,6,4,3,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,3,4,4,3.8,NA,3.8,NA,NA,NA
"23_409","23","DE","f",23,6,5,5,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,4,5,4,5.4,NA,4.4,NA,NA,NA
"23_410","23","DE","f",34,6,5,4,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,NA,NA,4,4,3,4.2,NA,3.4,NA,NA,NA
"23_414","23","DE","m",34,2,4,5,NA,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,4,3,3,4.6,NA,3.6,NA,NA,NA
"23_421","23","DE","f",18,5,4,4,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,4,4,3,4.4,NA,3.4,NA,NA,NA
"23_423","23","DE","f",55,6,5,3,NA,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,4,6,2,4.2,NA,4.6,NA,NA,NA
"23_443","23","DE","f",57,3,6,3,NA,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,4,4,4,4.4,NA,4.6,NA,NA,NA
"23_446","23","DE","f",56,6,6,6,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,5,5,5,6,NA,4.2,NA,NA,NA
"23_449","23","DE","f",43,3,5,3,NA,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,4,3,3,4.2,NA,3.6,NA,NA,NA
"23_452","23","DE","m",38,5,4,4,NA,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,6,6,6,4,NA,6,NA,NA,NA
"23_453","23","DE","f",32,6,6,3,NA,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,6,6,4,4.8,NA,5.6,NA,NA,NA
"23_454","23","DE","f",39,3,6,1,NA,5,4,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,5,5,6,4.4,NA,5.4,NA,NA,NA
"23_456","23","DE","f",51,6,4,4,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,4,4,3,3.8,NA,3.8,NA,NA,NA
"23_457","23","DE","f",54,6,4,3,NA,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,3,4,2,4.2,NA,3.4,NA,NA,NA
"23_468","23","DE","m",23,5,3,3,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,2,3,2,4.4,NA,3.4,NA,NA,NA
"23_474","23","DE","f",48,5,4,2,NA,2,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,4,5,5,3.4,NA,4.4,NA,NA,NA
"23_477","23","DE","f",58,6,5,2,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,3,4,6,3.4,NA,4.8,NA,NA,NA
"23_487","23","DE","m",22,5,4,4,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,3,6,3,3.6,NA,4.4,NA,NA,NA
"23_495","23","DE","f",74,3,4,4,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,4,4,3,4,NA,4,NA,NA,NA
"23_500","23","DE","m",22,5,5,4,NA,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,5,5,5,4.4,NA,5,NA,NA,NA
"23_501","23","DE","m",67,3,4,3,NA,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,5,4,4,3.2,NA,4.8,NA,NA,NA
"23_505","23","DE","f",34,6,5,6,NA,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,5,5,5,5.2,NA,5,NA,NA,NA
"23_509","23","DE","m",70,6,4,3,NA,3,3,6,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,6,4,5,3.8,NA,4.2,NA,NA,NA
"23_518","23","DE","f",56,5,6,5,NA,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,4,4,4,5,NA,4.4,NA,NA,NA
"23_521","23","DE","f",30,6,4,3,NA,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,3,3,3,3.8,NA,3.4,NA,NA,NA
"23_523","23","DE","m",49,6,3,3,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,3,4,5,3.6,NA,4.4,NA,NA,NA
"23_524","23","DE","f",37,6,4,6,NA,5,3,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,5,6,5,4.4,NA,5.2,NA,NA,NA
"23_530","23","DE","m",60,3,5,4,NA,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,5,5,4,4.6,NA,4.8,NA,NA,NA
"23_541","23","DE","f",29,6,5,5,NA,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,4,4,5,5,NA,4.4,NA,NA,NA
"23_544","23","DE","f",61,5,4,2,NA,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,2,2,4,2.6,NA,2.8,NA,NA,NA
"23_547","23","DE","f",35,6,4,3,NA,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,6,6,5,4,NA,5.6,NA,NA,NA
"23_552","23","DE","f",78,3,6,5,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,5,5,5,5.2,NA,5,NA,NA,NA
"23_553","23","DE","f",58,7,5,3,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,4,5,5,4,NA,4.8,NA,NA,NA
"23_559","23","DE","f",44,5,6,4,NA,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,4,4,5,4.6,NA,4.4,NA,NA,NA
"23_561","23","DE","m",65,5,6,5,NA,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,4,6,6,4.8,NA,5.6,NA,NA,NA
"23_565","23","DE","f",55,6,4,4,NA,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,5,4,5,4.2,NA,4.6,NA,NA,NA
"23_573","23","DE","f",56,2,4,4,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,1,NA,NA,2,2,1,4,NA,2,NA,NA,NA
"23_635","23","DE","m",39,6,4,3,NA,3,3,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,3,4,5,3.6,NA,4.6,NA,NA,NA
"23_641","23","DE","m",71,6,6,5,NA,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,5,6,5,5.4,NA,5.6,NA,NA,NA
"23_642","23","DE","f",33,3,6,3,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,5,4,4,5,NA,5,NA,NA,NA
"23_645","23","DE","f",26,6,5,5,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,4,4,6,5,NA,5,NA,NA,NA
"23_646","23","DE","f",63,5,4,3,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,4,4,4,3.4,NA,4,NA,NA,NA
"23_648","23","DE","m",56,6,5,5,NA,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,5,6,4,4.6,NA,5.2,NA,NA,NA
"23_650","23","DE","f",29,6,4,3,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,4,4,3,4.2,NA,3.6,NA,NA,NA
"23_655","23","DE","f",47,5,5,4,NA,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,6,5,3,4.6,NA,5.2,NA,NA,NA
"23_656","23","DE","m",67,6,2,4,NA,3,5,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,1,5,5,4,NA,4.4,NA,NA,NA
"23_658","23","DE","f",59,6,4,3,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,4,4,3,3.4,NA,3.8,NA,NA,NA
"23_659","23","DE","m",45,6,5,5,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6,NA,NA,5,3,4,5,NA,4.4,NA,NA,NA
"23_666","23","DE","f",29,6,5,3,NA,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,3,3,3,4,NA,3,NA,NA,NA
"23_683","23","DE","f",66,6,6,3,NA,4,6,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,3,NA,NA,5,5,4,4.8,NA,4.6,NA,NA,NA
"23_686","23","DE","f",25,3,6,6,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,6,6,6,6,NA,6,NA,NA,NA
"23_688","23","DE","m",25,5,6,6,NA,6,3,6,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,5,NA,NA,4,4,4,5.4,NA,4.2,NA,NA,NA
"23_689","23","DE","m",25,5,5,4,NA,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,4,4,4,4.6,NA,4.8,NA,NA,NA
"23_701","23","DE","f",41,6,6,2,NA,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,3,NA,NA,4,2,4,3.6,NA,3.2,NA,NA,NA
"23_707","23","DE","f",28,6,6,6,NA,4,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,5,5,5,5.6,NA,5.4,NA,NA,NA
"23_709","23","DE","m",68,6,4,2,NA,4,3,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,4,3,4,3.4,NA,4,NA,NA,NA
"23_717","23","DE","f",25,6,4,3,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,4,NA,NA,5,6,4,3.8,NA,5,NA,NA,NA
"23_718","23","DE","f",31,5,6,5,NA,2,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,6,6,6,5,NA,6,NA,NA,NA
"23_719","23","DE","f",46,7,5,2,NA,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,3,3,3,3.4,NA,3.2,NA,NA,NA
"23_737","23","DE","f",62,5,5,3,NA,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,3,2,4,3.6,NA,3.2,NA,NA,NA
"23_740","23","DE","m",67,6,6,6,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,5,6,6,6,NA,5.8,NA,NA,NA
"23_742","23","DE","f",33,6,4,3,NA,4,3,5,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,2,NA,NA,4,3,4,3.8,NA,3.2,NA,NA,NA
"23_756","23","DE","m",61,6,5,4,NA,4,3,6,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,3,4,4,4.4,NA,3.8,NA,NA,NA
"23_763","23","DE","f",46,5,5,3,NA,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,3,3,3,4.2,NA,3.2,NA,NA,NA
"23_766","23","DE","f",63,3,5,5,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,5,5,5,5,NA,4.4,NA,NA,NA
"23_768","23","DE","m",58,5,5,4,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,4,4,4,4.6,NA,4,NA,NA,NA
"23_770","23","DE","f",39,5,5,4,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,5,5,4,4.6,NA,4.6,NA,NA,NA
"23_773","23","DE","m",34,6,4,4,NA,6,4,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,4,4,4,4.2,NA,4.2,NA,NA,NA
"23_777","23","DE","m",28,NA,4,3,NA,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,4,4,4,3.6,NA,4.8,NA,NA,NA
"23_778","23","DE","f",44,6,3,3,NA,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,3,3,3,3,NA,3.4,NA,NA,NA
"23_780","23","DE","f",65,5,5,3,NA,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,4,NA,NA,4,3,3,4.4,NA,3.2,NA,NA,NA
"23_787","23","DE","f",39,3,5,5,NA,4,5,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,6,NA,NA,4,6,4,5,NA,5,NA,NA,NA
"23_788","23","DE","f",40,6,4,3,NA,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,3,2,3,3.8,NA,3,NA,NA,NA
"23_792","23","DE","f",57,3,5,3,NA,4,5,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6,NA,NA,4,5,4,4.2,NA,4.6,NA,NA,NA
"23_800","23","DE","f",57,3,6,6,NA,5,6,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,4,5,4,5.8,NA,4.2,NA,NA,NA
"23_801","23","DE","f",43,6,5,4,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,2,NA,NA,3,4,5,4,NA,4,NA,NA,NA
"23_802","23","DE","m",68,NA,5,2,NA,3,4,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,3,5,4,3.8,NA,4.2,NA,NA,NA
"23_810","23","DE","m",44,5,4,3,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,5,4,4,3.6,NA,4.2,NA,NA,NA
"23_816","23","DE","m",43,6,4,2,NA,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,4,5,4,3.2,NA,4.6,NA,NA,NA
"23_831","23","DE","f",71,6,4,3,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,3,NA,NA,5,3,4,4.2,NA,4,NA,NA,NA
"23_833","23","DE","nb",60,6,4,5,NA,4,5,3,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,4,5,5,4.2,NA,4.8,NA,NA,NA
"23_834","23","DE","f",45,6,4,3,NA,3,4,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,4,4,4,3.6,NA,4.2,NA,NA,NA
"23_835","23","DE","m",29,6,4,5,NA,5,3,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,5,5,6,4.4,NA,5.2,NA,NA,NA
"23_840","23","DE","f",41,6,4,4,NA,6,1,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,4,4,4,4,NA,4.6,NA,NA,NA
"23_841","23","DE","f",33,6,5,5,NA,3,2,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,6,NA,NA,4,5,5,4,NA,4.8,NA,NA,NA
"23_850","23","DE","m",62,6,2,4,NA,6,5,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,4,NA,NA,4,4,6,4.2,NA,4.6,NA,NA,NA
"23_857","23","DE","m",65,6,6,4,NA,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,4,5,4,4.8,NA,4.8,NA,NA,NA
"23_861","23","DE","f",38,6,5,4,NA,3,5,5,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,4,NA,NA,4,4,4,4.4,NA,4,NA,NA,NA
"23_874","23","DE","f",30,5,4,1,NA,2,1,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,5,4,4,2.6,NA,4.6,NA,NA,NA
"23_876","23","DE","f",30,6,4,3,NA,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,6,5,4,3.8,NA,4.4,NA,NA,NA
"23_878","23","DE","m",18,5,4,6,NA,6,5,6,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,4,NA,NA,5,4,4,5.4,NA,4,NA,NA,NA
"23_879","23","DE","f",37,6,6,6,NA,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,6,6,6,6,NA,5.8,NA,NA,NA
"23_886","23","DE","f",52,6,4,3,NA,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,NA,3,4,3,4.4,NA,3.4,NA,NA,NA
"23_892","23","DE","f",43,6,5,3,NA,4,4,6,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,3,NA,NA,4,4,4,4.4,NA,3.8,NA,NA,NA
"23_893","23","DE","f",48,5,6,5,NA,6,3,4,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,5,NA,NA,5,5,6,4.8,NA,5.2,NA,NA,NA
"23_896","23","DE","f",62,5,6,2,NA,4,4,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,5,NA,NA,4,6,6,4.2,NA,5.4,NA,NA,NA
"23_897","23","DE","m",73,6,5,2,NA,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,1,NA,NA,3,4,2,3.8,NA,3.2,NA,NA,NA
"23_898","23","DE","f",40,5,6,3,NA,3,6,6,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,6,NA,NA,5,6,5,4.8,NA,5.6,NA,NA,NA
